"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","symbol"
"ENSG00000136842",2.04555280193492e-225,1.54637913595786,0.302,0.096,5.46919452653339e-221,"5","ENSG00000136842","TMOD1"
"ENSG000001785381",6.32864845218591e-225,1.849012761701,0.262,0.078,1.69209073666095e-220,"5","ENSG00000178538","CA8"
"ENSG000001722602",3.17851356169988e-224,0.509490139534563,0.888,0.569,8.49839170991697e-220,"5","ENSG00000172260","NEGR1"
"ENSG000000709612",1.70444957939362e-221,1.13841840289511,0.618,0.335,4.55718684042474e-217,"5","ENSG00000070961","ATP2B1"
"ENSG00000256463",1.29307301138043e-220,1.89999489676465,0.257,0.075,3.45728931052786e-216,"5","ENSG00000256463","SALL3"
"ENSG000002455261",1.36779573364518e-220,0.943609913937327,0.589,0.286,3.65707545304712e-216,"5","ENSG00000245526","LINC00461"
"ENSG00000129595",6.95040420279466e-220,1.00842011548433,0.471,0.199,1.85832957170121e-215,"5","ENSG00000129595","EPB41L4A"
"ENSG000001521281",9.55103271396736e-219,0.388735401705941,0.509,0.225,2.55365961673345e-214,"5","ENSG00000152128","TMEM163"
"ENSG000001043812",3.9144148333393e-218,1.00116211417751,0.74,0.453,1.04659709398993e-213,"5","ENSG00000104381","GDAP1"
"ENSG000000927581",4.23573633865063e-217,1.65758334022671,0.312,0.104,1.13250882486502e-212,"5","ENSG00000092758","COL9A3"
"ENSG000001491772",4.7478007813473e-217,0.704336135335161,0.835,0.574,1.26941949490883e-212,"5","ENSG00000149177","PTPRJ"
"ENSG000001189462",6.74709565252358e-217,1.13531364656536,0.631,0.349,1.80397096461523e-212,"5","ENSG00000118946","PCDH17"
"ENSG000001643301",2.13251276288526e-216,0.301713774876301,0.401,0.144,5.70169937412633e-212,"5","ENSG00000164330","EBF1"
"ENSG000000582721",8.69676604681398e-215,0.933723655366239,0.779,0.549,2.32525433793665e-210,"5","ENSG00000058272","PPP1R12A"
"ENSG000001258511",1.3477115173397e-213,1.22523208209441,0.328,0.113,3.60337628391117e-209,"5","ENSG00000125851","PCSK2"
"ENSG000000415151",4.49029067895435e-213,1.44377793769498,0.313,0.107,1.20056901883202e-208,"5","ENSG00000041515","MYO16"
"ENSG000001409371",2.93658930482454e-212,0.967161473926438,0.629,0.341,7.85155882430937e-208,"5","ENSG00000140937","CDH11"
"ENSG000001859201",5.04635448081387e-212,1.36831795811356,0.444,0.195,1.3492437975352e-207,"5","ENSG00000185920","PTCH1"
"ENSG000001096861",5.32068386769957e-212,0.757961973836911,0.846,0.58,1.42259124570684e-207,"5","ENSG00000109686","SH3D19"
"ENSG00000185985",1.00907088261751e-210,1.60504410194199,0.344,0.127,2.69795281885444e-206,"5","ENSG00000185985","SLITRK2"
"ENSG000001850462",1.52693687185444e-210,0.632200383697227,0.955,0.702,4.08257111427722e-206,"5","ENSG00000185046","ANKS1B"
"ENSG000001971211",8.60856839079519e-210,1.19379225640279,0.563,0.293,2.30167293064691e-205,"5","ENSG00000197121","PGAP1"
"ENSG000001826673",1.01769551695848e-208,0.56144029971514,0.987,0.765,2.72101250369188e-204,"5","ENSG00000182667","NTM"
"ENSG000001444451",3.27539525708437e-208,0.9867990565119,0.768,0.538,8.75742429886649e-204,"5","ENSG00000144445","KANSL1L"
"ENSG000001562993",5.39846326615727e-208,0.860574997440577,0.727,0.439,1.44338712347247e-203,"5","ENSG00000156299","TIAM1"
"ENSG000001127151",6.11131183165357e-208,2.36546091491183,0.286,0.095,1.63398144442922e-203,"5","ENSG00000112715","VEGFA"
"ENSG000001565641",1.27040022449895e-207,1.6117475728106,0.327,0.119,3.39666908024284e-203,"5","ENSG00000156564","LRFN2"
"ENSG000001660681",2.85111997328994e-207,0.837968570872244,0.751,0.487,7.62303947258531e-203,"5","ENSG00000166068","SPRED1"
"ENSG000001731141",3.47871250013505e-207,2.1078832603873,0.285,0.098,9.30103361161109e-203,"5","ENSG00000173114","LRRN3"
"ENSG000002318892",2.67729439530856e-206,0.921196060410009,0.788,0.527,7.15828202473649e-202,"5","ENSG00000231889","TRAF3IP2-AS1"
"ENSG000002361071",2.55785596718813e-205,1.79330424457506,0.271,0.087,6.83893949947089e-201,"5","ENSG00000236107","AC010127.3"
"ENSG000001642921",7.09424759241907e-205,0.919919701149513,0.691,0.409,1.89678897878509e-200,"5","ENSG00000164292","RHOBTB3"
"ENSG000001448932",1.19956798212871e-202,0.79826857090446,0.566,0.268,3.20728491381752e-198,"5","ENSG00000144893","MED12L"
"ENSG00000198373",2.77807830505288e-202,1.14127652231251,0.626,0.365,7.42774796421988e-198,"5","ENSG00000198373","WWP2"
"ENSG000001752651",5.71753463561016e-202,1.5062047376763,0.444,0.209,1.52869723552309e-197,"5","ENSG00000175265","GOLGA8A"
"ENSG000001700172",1.29219061115188e-201,0.651927536408825,0.941,0.718,3.45493003703677e-197,"5","ENSG00000170017","ALCAM"
"ENSG000001709213",4.43018134369616e-200,0.659912790233857,0.917,0.667,1.18449758586404e-195,"5","ENSG00000170921","TANC2"
"ENSG000001460721",5.84821718649104e-200,1.51137966679363,0.425,0.195,1.56363782915211e-195,"5","ENSG00000146072","TNFRSF21"
"ENSG000001132311",1.35261272771893e-198,1.78640115630802,0.264,0.086,3.61648065010209e-194,"5","ENSG00000113231","PDE8B"
"ENSG00000239381",7.25411460331491e-198,1.77616537363045,0.285,0.096,1.93953262148831e-193,"5","ENSG00000239381","RP11-4B14.3"
"ENSG00000136243",9.89338731999505e-198,1.53771574277317,0.41,0.185,2.64519496774708e-193,"5","ENSG00000136243","NUPL2"
"ENSG000001871351",2.46692149526303e-197,1.36131498292561,0.403,0.171,6.59580800188477e-193,"5","ENSG00000187135","VSTM2B"
"ENSG000000787252",2.76027120822532e-197,1.06576357138223,0.414,0.171,7.38013712943203e-193,"5","ENSG00000078725","BRINP1"
"ENSG000000094132",3.62227886633749e-197,0.785155756922856,0.836,0.597,9.68488700492654e-193,"5","ENSG00000009413","REV3L"
"ENSG000001241911",1.26849099272379e-196,1.63579632625522,0.326,0.123,3.3915643672456e-192,"5","ENSG00000124191","TOX2"
"ENSG000000698691",1.43792084236216e-196,1.29867913197975,0.415,0.178,3.84456895622371e-192,"5","ENSG00000069869","NEDD4"
"ENSG000001013331",1.97308566775713e-196,0.503117356572825,0.559,0.242,5.27543914988223e-192,"5","ENSG00000101333","PLCB4"
"ENSG000000564871",8.41082017448575e-196,0.96856587464943,0.38,0.145,2.24880099005225e-191,"5","ENSG00000056487","PHF21B"
"ENSG000000997151",1.78609347097463e-195,1.38080188398526,0.272,0.088,4.77547811334487e-191,"5","ENSG00000099715","PCDH11Y"
"ENSG000001465352",6.76156951936637e-195,1.21186852858095,0.551,0.301,1.80784084239299e-190,"5","ENSG00000146535","GNA12"
"ENSG000001170201",1.0839355060606e-194,0.570381151849245,0.953,0.88,2.89811836255424e-190,"5","ENSG00000117020","AKT3"
"ENSG000000163911",9.44904482422249e-194,1.37553555707808,0.32,0.115,2.52639111465237e-189,"5","ENSG00000016391","CHDH"
"ENSG000001200081",7.12279745386138e-193,1.24291775185512,0.59,0.35,1.90442235523892e-188,"5","ENSG00000120008","WDR11"
"ENSG000001106512",6.57627280820193e-192,0.910655964711233,0.739,0.485,1.75829806072895e-187,"5","ENSG00000110651","CD81"
"ENSG000001100762",1.67952175828546e-190,1.34119501291262,0.495,0.256,4.49053732512783e-186,"5","ENSG00000110076","NRXN2"
"ENSG000001028041",4.45355911292146e-189,0.628153187453942,0.769,0.494,1.19074810002181e-184,"5","ENSG00000102804","TSC22D1"
"ENSG000001339581",4.87338736642846e-189,0.811599783397746,0.707,0.398,1.30299758016198e-184,"5","ENSG00000133958","UNC79"
"ENSG000001651941",9.62068089790334e-188,1.87723101553806,0.278,0.098,2.57228145167242e-183,"5","ENSG00000165194","PCDH19"
"ENSG000001001462",6.15374329361916e-187,0.93193726323584,0.554,0.268,1.64532634441496e-182,"5","ENSG00000100146","SOX10"
"ENSG000001645741",3.63493747671042e-186,0.869556705723924,0.544,0.275,9.71873233148065e-182,"5","ENSG00000164574","GALNT10"
"ENSG000002786101",1.07823196094626e-185,1.35898294569631,0.294,0.104,2.88286879398201e-181,"5","ENSG00000278610","RP11-455P21.3"
"ENSG000001350901",2.41746060964969e-185,0.694106307681404,0.861,0.665,6.46356443202038e-181,"5","ENSG00000135090","TAOK3"
"ENSG000001968761",5.5172183663017e-184,0.974356485571389,0.465,0.202,1.47513867459808e-179,"5","ENSG00000196876","SCN8A"
"ENSG000001137421",1.50843561869779e-183,0.783020583079169,0.842,0.659,4.03310431371228e-179,"5","ENSG00000113742","CPEB4"
"ENSG000001003201",2.24712015737125e-183,0.768023427132491,0.789,0.511,6.00812516476352e-179,"5","ENSG00000100320","RBFOX2"
"ENSG000001529321",4.96159286860166e-183,0.887199431624496,0.38,0.148,1.32658108527802e-178,"5","ENSG00000152932","RAB3C"
"ENSG000001726671",6.07763527093703e-183,1.22144106670214,0.48,0.244,1.62497734239043e-178,"5","ENSG00000172667","ZMAT3"
"ENSG000000647872",2.75800092936535e-182,0.557065883653572,0.876,0.478,7.37406708484414e-178,"5","ENSG00000064787","BCAS1"
"ENSG000001093392",2.1148970157181e-181,0.446557035679556,0.923,0.64,5.65460015092549e-177,"5","ENSG00000109339","MAPK10"
"ENSG000001668621",1.38998166624241e-180,1.80092176303156,0.296,0.111,3.71639398103233e-176,"5","ENSG00000166862","CACNG2"
"ENSG000001964981",2.4533122890491e-180,0.982877908212192,0.728,0.52,6.55942106723057e-176,"5","ENSG00000196498","NCOR2"
"ENSG000001571031",2.96892573360106e-179,0.735823533623203,0.703,0.436,7.93801673392915e-175,"5","ENSG00000157103","SLC6A1"
"ENSG000001292441",1.0757504360742e-178,0.527348717044653,0.463,0.204,2.8762339409316e-174,"5","ENSG00000129244","ATP1B2"
"ENSG000001646191",2.06474413356717e-178,1.89384746310201,0.276,0.099,5.52050638991854e-174,"5","ENSG00000164619","BMPER"
"ENSG000002498591",2.85163893458462e-178,1.34262900418533,0.286,0.102,7.62442701939891e-174,"5","ENSG00000249859","PVT1"
"ENSG00000259363",1.58365827759126e-176,1.61640896653494,0.264,0.091,4.23422713679576e-172,"5","ENSG00000259363","CTD-2054N24.2"
"ENSG000002267112",8.69119640351228e-176,1.30679120695139,0.474,0.248,2.32376518240708e-171,"5","ENSG00000226711","FAM66C"
"ENSG000002277331",1.75378510365895e-175,1.13797265478989,0.574,0.328,4.68909523165293e-171,"5","ENSG00000227733","RP4-565E6.1"
"ENSG000001305581",1.96363833101883e-175,2.15193631926606,0.255,0.091,5.25017980564503e-171,"5","ENSG00000130558","OLFM1"
"ENSG000001864791",1.41279336136156e-174,1.83774533764267,0.286,0.108,3.77738561027241e-170,"5","ENSG00000186479","RGS7BP"
"ENSG000001516122",4.42885884149362e-174,1.0423788225666,0.582,0.336,1.18414398845015e-169,"5","ENSG00000151612","ZNF827"
"ENSG000000786871",1.32913499580794e-173,0.737241790539989,0.841,0.643,3.55370823829169e-169,"5","ENSG00000078687","TNRC6C"
"ENSG000001624091",2.1712803823761e-173,1.53864786964702,0.379,0.173,5.80535235835898e-169,"5","ENSG00000162409","PRKAA2"
"ENSG000001015423",6.73673541523355e-173,0.525650469923414,0.948,0.648,1.80120094797099e-168,"5","ENSG00000101542","CDH20"
"ENSG000000728321",1.42342133815517e-172,1.77540056932763,0.306,0.122,3.80580163182548e-168,"5","ENSG00000072832","CRMP1"
"ENSG00000143013",1.43560895924975e-171,1.4017136598293,0.37,0.16,3.83838767434606e-167,"5","ENSG00000143013","LMO4"
"ENSG000001682341",2.96428149855668e-171,1.78178308452081,0.29,0.112,7.92559944269101e-167,"5","ENSG00000168234","TTC39C"
"ENSG000001388142",9.87914226512497e-171,0.585636219897982,0.842,0.531,2.64138626742646e-166,"5","ENSG00000138814","PPP3CA"
"ENSG000001655211",2.11887009457434e-170,1.09953838602445,0.431,0.199,5.66522297186342e-166,"5","ENSG00000165521","EML5"
"ENSG000000780531",3.92133131510223e-170,1.12791331615142,0.363,0.147,1.04844635371888e-165,"5","ENSG00000078053","AMPH"
"ENSG000001741361",8.00997496143526e-169,1.93198042874478,0.277,0.105,2.14162700543894e-164,"5","ENSG00000174136","RGMB"
"ENSG000001632351",5.9668637268175e-168,1.44013958043804,0.315,0.123,1.5953603546392e-163,"5","ENSG00000163235","TGFA"
"ENSG000002046812",7.20308011672571e-168,0.996470577334216,0.473,0.236,1.92588753080895e-163,"5","ENSG00000204681","GABBR1"
"ENSG000001414041",1.26902506137951e-167,1.45185931348993,0.339,0.141,3.3929923066104e-163,"5","ENSG00000141404","GNAL"
"ENSG000001383112",2.28933095932416e-167,1.0651707297667,0.57,0.332,6.12098418594501e-163,"5","ENSG00000138311","ZNF365"
"ENSG000001777071",5.6530627726755e-167,1.17167434472531,0.515,0.282,1.51145939353025e-162,"5","ENSG00000177707","NECTIN3"
"ENSG000001703962",3.73501155021535e-166,0.653583559563865,0.36,0.144,9.98630038181077e-162,"5","ENSG00000170396","ZNF804A"
"ENSG00000163884",8.46536441096253e-166,1.28240603984236,0.317,0.122,2.26338448255905e-161,"5","ENSG00000163884","KLF15"
"ENSG000001879021",1.13713956799716e-165,1.87463668943588,0.292,0.116,3.04037006295401e-161,"5","ENSG00000187902","SHISA7"
"ENSG000001846131",1.15642035794966e-165,0.94043154103068,0.349,0.14,3.09192111104999e-161,"5","ENSG00000184613","NELL2"
"ENSG000001113712",2.81170022768266e-165,0.854856843751091,0.472,0.223,7.51764289875513e-161,"5","ENSG00000111371","SLC38A1"
"ENSG000001151592",1.34464534854497e-163,1.08223446386067,0.543,0.309,3.59517826840468e-159,"5","ENSG00000115159","GPD2"
"ENSG000001185151",3.05796472333587e-163,0.442988296795928,0.888,0.621,8.17608028078311e-159,"5","ENSG00000118515","SGK1"
"ENSG000001646842",6.46587584880868e-163,0.687516129012529,0.825,0.589,1.72878122569598e-158,"5","ENSG00000164684","ZNF704"
"ENSG000002260672",6.39132610513904e-162,1.02123783562312,0.505,0.266,1.70884886073102e-157,"5","ENSG00000226067","LINC00623"
"ENSG000001359161",1.49705970177589e-161,1.00217983765654,0.381,0.166,4.0026885246382e-157,"5","ENSG00000135916","ITM2C"
"ENSG000000920511",2.1999677558901e-159,1.4213134545412,0.301,0.119,5.88205378892335e-155,"5","ENSG00000092051","JPH4"
"ENSG000001321222",5.34632512811664e-159,0.725177961386956,0.809,0.595,1.42944694950455e-154,"5","ENSG00000132122","SPATA6"
"ENSG000001068681",4.08139181400471e-157,1.64239214135203,0.281,0.111,1.09124172931044e-152,"5","ENSG00000106868","SUSD1"
"ENSG000001740991",7.69633418522839e-156,1.16023646153634,0.346,0.149,2.05776887110451e-151,"5","ENSG00000174099","MSRB3"
"ENSG000002483093",3.49269806934749e-155,1.06495925811326,0.443,0.217,9.33842682801439e-151,"5","ENSG00000248309","MEF2C-AS1"
"ENSG000001792221",1.50216969461611e-154,1.0329445175595,0.53,0.292,4.0163511124951e-150,"5","ENSG00000179222","MAGED1"
"ENSG000001571521",2.23345859715968e-154,0.673564028555845,0.366,0.148,5.97159825122583e-150,"5","ENSG00000157152","SYN2"
"ENSG00000178966",2.59695537667562e-154,1.80777697505193,0.257,0.096,6.94347959061761e-150,"5","ENSG00000178966","RMI1"
"ENSG000001687721",1.21551319836218e-153,1.41270619454026,0.359,0.165,3.24991763846097e-149,"5","ENSG00000168772","CXXC4"
"ENSG000001722923",1.38476317476006e-153,0.683851548097259,0.559,0.282,3.70244130035598e-149,"5","ENSG00000172292","CERS6"
"ENSG000001182761",2.03737309415444e-152,1.65459312604732,0.284,0.115,5.44732444184073e-148,"5","ENSG00000118276","B4GALT6"
"ENSG000001434691",9.84896304034529e-152,1.01272881781339,0.487,0.249,2.63331724809712e-147,"5","ENSG00000143469","SYT14"
"ENSG000000791562",3.13096224992231e-151,0.640739170757762,0.513,0.242,8.37125376761727e-147,"5","ENSG00000079156","OSBPL6"
"ENSG000001149932",8.45825120844414e-151,1.04238620883869,0.451,0.221,2.26148262560171e-146,"5","ENSG00000114993","RTKN"
"ENSG000002153861",2.01394004649521e-150,0.361016242937163,0.949,0.791,5.38467150231426e-146,"5","ENSG00000215386","MIR99AHG"
"ENSG000002131602",3.04056429733306e-149,1.16993755765629,0.422,0.214,8.1295567617794e-145,"5","ENSG00000213160","KLHL23"
"ENSG000001227781",1.35274870756342e-148,1.25431588852384,0.339,0.15,3.61684421941232e-144,"5","ENSG00000122778","KIAA1549"
"ENSG000001527673",5.75350058782313e-148,0.589129258069325,0.553,0.287,1.53831345216627e-143,"5","ENSG00000152767","FARP1"
"ENSG000001636972",6.16991969267212e-148,0.505773631983302,0.934,0.713,1.64965142822974e-143,"5","ENSG00000163697","APBB2"
"ENSG000001831662",7.14829129344505e-148,0.680595200488622,0.664,0.398,1.9112386431284e-143,"5","ENSG00000183166","CALN1"
"ENSG000000642251",8.88744644855694e-147,0.711297724066839,0.503,0.256,2.37623655695067e-142,"5","ENSG00000064225","ST3GAL6"
"ENSG000000918441",2.37112524207852e-146,1.81040553691501,0.271,0.109,6.33967755974533e-142,"5","ENSG00000091844","RGS17"
"ENSG000001817222",3.2118404002415e-146,0.398259649330831,0.993,0.962,8.58749767812569e-142,"5","ENSG00000181722","ZBTB20"
"ENSG00000182648",2.03290298476309e-144,1.57184482762386,0.299,0.127,5.43537271036109e-140,"5","ENSG00000182648","LINC01006"
"ENSG000001139161",5.22279063846166e-144,0.414951883388345,0.595,0.321,1.39641753300549e-139,"5","ENSG00000113916","BCL6"
"ENSG000000500301",2.90983219533282e-143,1.26130015852462,0.33,0.144,7.78001834066135e-139,"5","ENSG00000050030","KIAA2022"
"ENSG000001182001",1.1798847939394e-142,0.789067953291082,0.755,0.562,3.15465797355577e-138,"5","ENSG00000118200","CAMSAP2"
"ENSG000000053791",1.7441424160566e-141,1.62540769748679,0.286,0.122,4.66331357781052e-137,"5","ENSG00000005379","TSPOAP1"
"ENSG000001624372",1.98158516461992e-141,1.30425551712419,0.347,0.161,5.29816425464429e-137,"5","ENSG00000162437","RAVER2"
"ENSG000001330261",4.07987948243812e-141,1.04836219049901,0.405,0.193,1.09083737721948e-136,"5","ENSG00000133026","MYH10"
"ENSG000000991392",9.17304897309529e-138,0.663465077319757,0.434,0.206,2.45259810393649e-133,"5","ENSG00000099139","PCSK5"
"ENSG000001450122",2.49926763326235e-137,0.447108547029075,0.875,0.696,6.68229187105356e-133,"5","ENSG00000145012","LPP"
"ENSG00000198719",4.6131170913998e-136,1.52967847221783,0.257,0.101,1.23340911672756e-131,"5","ENSG00000198719","DLL1"
"ENSG000001829852",5.78321647077013e-136,0.473254569007702,0.949,0.747,1.54625858778981e-131,"5","ENSG00000182985","CADM1"
"ENSG000001357492",2.64469569966167e-135,0.500733408338197,0.653,0.372,7.07112289218541e-131,"5","ENSG00000135749","PCNX2"
"ENSG000001299461",5.58346214803628e-135,1.23502417724972,0.369,0.182,1.49285027452046e-130,"5","ENSG00000129946","SHC2"
"ENSG000001361441",1.449045857703e-134,1.11869291215004,0.428,0.225,3.87431390974052e-130,"5","ENSG00000136144","RCBTB1"
"ENSG000001189711",2.9912667912851e-134,1.34906073111225,0.251,0.096,7.99775001985896e-130,"5","ENSG00000118971","CCND2"
"ENSG00000135205",3.75415917433554e-133,1.00494253947446,0.514,0.304,1.00374953844209e-128,"5","ENSG00000135205","CCDC146"
"ENSG000001457301",6.44823616150559e-133,0.327958200996412,0.556,0.277,1.72406490250175e-128,"5","ENSG00000145730","PAM"
"ENSG000001871931",1.03289757933376e-132,0.883249404677047,0.3,0.121,2.76165825786467e-128,"5","ENSG00000187193","MT1X"
"ENSG000002585691",1.20271353035676e-132,1.48429161352792,0.316,0.144,3.21569516611486e-128,"5","ENSG00000258569","RP11-99E15.2"
"ENSG000001689131",2.52753910978066e-132,1.11189509484339,0.27,0.107,6.75788131782056e-128,"5","ENSG00000168913","ENHO"
"ENSG000001455551",2.84010550530555e-132,0.654321687741506,0.437,0.211,7.59359008953545e-128,"5","ENSG00000145555","MYO10"
"ENSG00000103264",6.63038277301975e-132,1.60991551028244,0.278,0.119,1.77276544202229e-127,"5","ENSG00000103264","FBXO31"
"ENSG000000030961",7.94188264414801e-132,1.50557974221985,0.296,0.131,2.12342116256585e-127,"5","ENSG00000003096","KLHL13"
"ENSG000001069481",1.19901709338595e-131,1.11612797935605,0.296,0.123,3.20581200258601e-127,"5","ENSG00000106948","AKNA"
"ENSG000001146981",3.022213751258e-131,0.634917793782477,0.344,0.147,8.08049290673851e-127,"5","ENSG00000114698","PLSCR4"
"ENSG000002152521",6.14830651477942e-131,1.36753694415689,0.369,0.189,1.64387271285657e-126,"5","ENSG00000215252","GOLGA8B"
"ENSG000001814493",1.8075932129051e-130,0.885484840328667,0.485,0.26,4.83296197334438e-126,"5","ENSG00000181449","SOX2"
"ENSG000001664442",4.75923362479645e-130,0.852622805104834,0.439,0.229,1.27247629426183e-125,"5","ENSG00000166444","ST5"
"ENSG000002194382",1.31838471333882e-129,0.681867721478928,0.639,0.4,3.524965208054e-125,"5","ENSG00000219438","FAM19A5"
"ENSG000001228632",1.65775738152345e-129,1.01870217529714,0.477,0.258,4.43234591097924e-125,"5","ENSG00000122863","CHST3"
"ENSG000001059262",1.96605331201044e-129,1.31622781898172,0.331,0.154,5.25663674032231e-125,"5","ENSG00000105926","MPP6"
"ENSG000001772002",2.43525767457884e-129,0.51155346996718,0.897,0.768,6.51114844452144e-125,"5","ENSG00000177200","CHD9"
"ENSG000001013491",2.07924606805217e-128,1.3397541500324,0.298,0.132,5.5592802121511e-124,"5","ENSG00000101349","PAK5"
"ENSG000002515551",1.62544591863909e-126,0.925952299830093,0.543,0.326,4.34595475266533e-122,"5","ENSG00000251555","RP11-745L13.2"
"ENSG000001360521",2.38564085719936e-126,1.3867079901503,0.328,0.155,6.37848795989393e-122,"5","ENSG00000136052","SLC41A2"
"ENSG000001633991",3.33881128077909e-126,0.900841021283483,0.559,0.351,8.92697972141905e-122,"5","ENSG00000163399","ATP1A1"
"ENSG000000570191",1.46255427913125e-125,1.17861176454922,0.393,0.205,3.91043137611321e-121,"5","ENSG00000057019","DCBLD2"
"ENSG000001184731",2.98203194880673e-125,0.505433547277386,0.868,0.645,7.97305882152455e-121,"5","ENSG00000118473","SGIP1"
"ENSG000001860881",1.46654489439077e-124,0.968631931727767,0.385,0.195,3.92110108413261e-120,"5","ENSG00000186088","GSAP"
"ENSG000001304132",4.19683835050445e-124,0.83052052353484,0.451,0.245,1.12210866977437e-119,"5","ENSG00000130413","STK33"
"ENSG000001633282",8.56906290787629e-124,1.00816289971388,0.448,0.247,2.29111034967888e-119,"5","ENSG00000163328","GPR155"
"ENSG000001558972",8.11584412525924e-123,0.320221587824776,0.445,0.214,2.16993324377056e-118,"5","ENSG00000155897","ADCY8"
"ENSG000001643002",1.11097729724681e-122,0.721657198910207,0.746,0.546,2.97041999964879e-118,"5","ENSG00000164300","SERINC5"
"ENSG000001722642",1.05538295389975e-121,0.565213417046869,0.752,0.494,2.82177740384177e-117,"5","ENSG00000172264","MACROD2"
"ENSG000002282221",1.15081476900847e-119,0.854616582783069,0.369,0.179,3.07693344789795e-115,"5","ENSG00000228222","AC074363.1"
"ENSG000001268611",8.23621627109348e-119,1.04070423106436,0.403,0.212,2.20211714440226e-114,"5","ENSG00000126861","OMG"
"ENSG000001983631",1.44756518399204e-117,0.53568680632568,0.641,0.41,3.87035503243953e-113,"5","ENSG00000198363","ASPH"
"ENSG000001408071",3.50540742309032e-117,1.02292120832847,0.354,0.172,9.37240782711659e-113,"5","ENSG00000140807","NKD1"
"ENSG000001781042",2.06450430894028e-116,0.247991845153209,0.884,0.656,5.51986517081364e-112,"5","ENSG00000178104","PDE4DIP"
"ENSG000001558931",2.3400456447192e-116,1.71115132820099,0.255,0.112,6.25658004028574e-112,"5","ENSG00000155893","PXYLP1"
"ENSG000002550521",4.96795776296e-116,0.901627444523096,0.529,0.326,1.32828286708262e-111,"5","ENSG00000255052","FAM66D"
"ENSG00000259124",5.69007078189082e-116,1.55324864498074,0.266,0.118,1.52135422495415e-111,"5","ENSG00000259124","RP11-187O7.3"
"ENSG000001532911",2.63459299824781e-114,0.845186637295259,0.558,0.361,7.04411129941516e-110,"5","ENSG00000153291","SLC25A27"
"ENSG000001179061",1.06773504763755e-112,1.09271791338115,0.43,0.248,2.85480319686853e-108,"5","ENSG00000117906","RCN2"
"ENSG000001279903",4.12702191704564e-112,0.897819009844757,0.534,0.342,1.10344184996049e-107,"5","ENSG00000127990","SGCE"
"ENSG000001635962",6.12037560246738e-112,0.911728719484811,0.498,0.294,1.6364048248317e-107,"5","ENSG00000163596","ICA1L"
"ENSG000001155042",6.85547787752922e-112,0.600504077213175,0.739,0.512,1.83294912011499e-107,"5","ENSG00000115504","EHBP1"
"ENSG000001315841",8.2881493367992e-112,1.08676151193317,0.454,0.268,2.21600248818e-107,"5","ENSG00000131584","ACAP3"
"ENSG000001349092",1.24856510169579e-111,0.677419408974815,0.706,0.484,3.33828851240404e-107,"5","ENSG00000134909","ARHGAP32"
"ENSG000001329702",9.72655906633379e-111,1.0146094442437,0.429,0.245,2.60059009756567e-106,"5","ENSG00000132970","WASF3"
"ENSG000001679711",1.63886997027604e-110,1.54598098360585,0.256,0.115,4.38184663952704e-106,"5","ENSG00000167971","CASKIN1"
"ENSG000001516232",2.15644269321171e-110,0.567248976778676,0.689,0.465,5.76568082884015e-106,"5","ENSG00000151623","NR3C2"
"ENSG000001046131",4.38369253403745e-110,0.834803479959425,0.563,0.373,1.17206787282559e-105,"5","ENSG00000104613","INTS10"
"ENSG000001513761",5.37688282256807e-110,1.03342466400208,0.379,0.199,1.43761716027003e-105,"5","ENSG00000151376","ME3"
"ENSG00000102054",8.10450669147468e-110,1.33998948997696,0.301,0.144,2.16690195409958e-105,"5","ENSG00000102054","RBBP7"
"ENSG00000232287",1.71355813924593e-109,1.29128163300638,0.277,0.126,4.58154039690183e-105,"5","ENSG00000232287","SLC6A1-AS1"
"ENSG000001040932",1.792202425815e-109,0.863974581413557,0.498,0.297,4.79181162590156e-105,"5","ENSG00000104093","DMXL2"
"ENSG000002065031",4.66376735211272e-109,0.540926549245214,0.417,0.216,1.24695147693438e-104,"5","ENSG00000206503","HLA-A"
"ENSG000001532502",2.08173442952481e-108,0.437337116702021,0.507,0.283,5.56593334422049e-104,"5","ENSG00000153250","RBMS1"
"ENSG000001987952",9.04556414072651e-108,0.710566250062762,0.58,0.362,2.41851248430605e-103,"5","ENSG00000198795","ZNF521"
"ENSG000000658332",4.29445942963253e-107,0.876501943229856,0.463,0.267,1.14820961770085e-102,"5","ENSG00000065833","ME1"
"ENSG00000138413",1.54554338475057e-106,1.39554861280853,0.289,0.139,4.13231934780761e-102,"5","ENSG00000138413","IDH1"
"ENSG000000151531",1.82655828457929e-106,0.871012452417718,0.543,0.356,4.88366888547965e-102,"5","ENSG00000015153","YAF2"
"ENSG00000180611",3.38588851129493e-106,1.21653985696399,0.319,0.161,9.05285011264925e-102,"5","ENSG00000180611","MB21D2"
"ENSG000001964823",5.26855167949976e-106,0.62503026267856,0.62,0.403,1.40865266254785e-101,"5","ENSG00000196482","ESRRG"
"ENSG00000138468",5.84476535863402e-106,0.719040572110363,0.651,0.466,1.56271491393798e-101,"5","ENSG00000138468","SENP7"
"ENSG000001624071",1.13167190078339e-105,0.894559115359906,0.393,0.207,3.02575116112454e-101,"5","ENSG00000162407","PLPP3"
"ENSG00000109771",5.97404887153359e-105,1.12224843214922,0.351,0.183,1.59728144678194e-100,"5","ENSG00000109771","LRP2BP"
"ENSG000001872402",5.96846562175059e-104,0.720056793999997,0.561,0.36,1.59578865328746e-99,"5","ENSG00000187240","DYNC2H1"
